storeType,storeName,storeOwner,storeTelNumber,storeAddress,sd,sgg,storeArea,no,rnum
CAC_공식인증전문점,㈜피티에이공조,㈜피티에이공조,1644-7154,경기 화성시 동탄지성로 422(반월동) ,경기도,화성시,,,84
CAC_공식인증전문점,㈜하나비젼씨스템즈,㈜하나비젼씨스템즈,032-834-2806,"인천 연수구 갯벌로 129, 505호 (송도동, 산업기술연구집적센터)",인천광역시,연수구,,,85
CAC_공식인증전문점,㈜하나에어시스템,㈜하나에어시스템,031-916-7777,경기 고양시 일산서구 덕이로172번길 4-12,경기도,고양시,,,86
CAC_공식인증전문점,㈜하나이엔지,㈜하나이엔지,043-286-4214,충북 청주시 서원구 장성동 산17,충청북도,청주시,,,87
CAC_공식인증전문점,㈜하나플러스,㈜하나플러스,041-543-4214,충남 아산시 온주길16번길 888-34(장촌동),충청남도,아산시,,,88
CAC_공식인증전문점,㈜하슬라,㈜하슬라,02-424-0034,"서울 송파구 송파대로 167, 에이동 1220호 (문정동, 테라타워)",서울특별시,송파구,,,89
CAC_공식인증전문점,㈜하이공조,㈜하이공조,031-315-6646,"경기 시흥시 금오로 192-1, 3층 (무지내동)",경기도,시흥시,,,90
CAC_공식인증전문점,㈜하이공조시스템,㈜하이공조시스템,055-237-0777,경남 창원시 의창구 명서동 185-11번지,경상남도,창원시,,,91
CAC_공식인증전문점,㈜하이테크공조,㈜하이테크공조,02-3463-7673,서울 서초구 양재동 1-23  단성빌딩 402호,서울특별시,서초구,,,92
CAC_공식인증전문점,㈜한국공조시스템,㈜한국공조시스템,064-752-1300,제주 제주시 황사 평길 2 / 제주시 화북2동 3141-4,제주도,제주시,,,93
CAC_공식인증전문점,㈜현공조시스템,㈜현공조시스템,055-714-1176,경남 창원시 진해구 충장로 339,경상남도,창원시,,,94
CAC_공식인증전문점,㈜현일이앤씨,㈜현일이앤씨,02-400-3434,"서울 송파구 도곡로446, 4층 403호",서울특별시,송파구,,,95
CAC_공식인증전문점,㈜호감,㈜호감,02-449-7003,서울 송파구 법원로11길 7 문정현대지식산업센터 1-2 씨동 2층 218호,서울특별시,송파구,,,96
CAC_공식인증전문점,공조기산업㈜,공조기산업㈜,02-796-1238,경기 고양시 일산 동구 성현로 482번길 5,경기도,고양시,,,97
CAC_공식인증전문점,공조기특판산업㈜,공조기특판산업㈜,032-812-2100,인천 연수구 옥련동 566-1,인천광역시,연수구,,,98
CAC_공식인증전문점,국제건일㈜,국제건일㈜,02-931-7777,"서울 노원구 노원로15길 10(하계동, 하계테크노타운 A동 702호)",서울특별시,노원구,,,99
CAC_공식인증전문점,금아냉열㈜,금아냉열㈜,055-747-8849,"경남 진주시 촉석로 86번길5, 인사동",경상남도,진주시,,,100
CAC_공식인증전문점,대구총판,대구총판,053-766-0042,대구 수성구 수성4가 1236-60,대구광역시,수성구,,,101
CAC_공식인증전문점,대전공조,대전공조,042-489-0088,대전 서구 용문동 216-31(도솔로519번길 50),대전광역시,서구 ,,,102
CAC_공식인증전문점,동안공조㈜,동안공조㈜,031-458-3400,경기 안양시 동안구 엘에스로91번길 7 2층,경기도,안양시,,,103
CAC_공식인증전문점,디앤이㈜,디앤이㈜,02-2237-7766,서울 중구 다산로 212 (신당동) ,서울특별시,중구 ,,,104
CAC_공식인증전문점,디지털국제공조㈜,디지털국제공조㈜,031-556-7500,경기 남양주시 경춘로 804-108(일패동),경기도,남양주,,,105
CAC_공식인증전문점,디지털에어시스템㈜,디지털에어시스템㈜,02-408-2430,"경기 하남시 검단산로 66,1층,2층 (하산곡동)",경기도,하남시,,,106
CAC_공식인증전문점,리더스엔지니어링,리더스엔지니어링,033-734-8201,강원 원주시 흥업면 사제리 200-20,강원도,원주시,,,107
CAC_공식인증전문점,비앤에이테크㈜,비앤에이테크㈜,02-486-3796,서울 송파구 가락동 120 / 공장 주소: 경기도 양주시 남면 구암리 368-5,서울특별시,송파구,,,108
CAC_공식인증전문점,서울공조㈜,서울공조㈜,02-578-7778,서울 송파구 송파대로 167 (문정동) 테라타워 B동 409호 ,서울특별시,송파구,,,109
CAC_공식인증전문점,성화공조시스템㈜,성화공조시스템㈜,02-2203-4955,서울 송파구 법원로 114 (문정동) 엠스테이트 B동 901호,서울특별시,송파구,,,110
CAC_공식인증전문점,세연시스템공조㈜,세연시스템공조㈜,041-557-8592~3,충남 천안시 두정중8길 1-10,충청남도,천안시,,,111
CAC_공식인증전문점,세종시스템㈜,세종시스템㈜,042-541-2041,대전 서구 변동 252-62,대전광역시,서구 ,,,112
CAC_공식인증전문점,세종이엔텍,세종이엔텍,044-863-8735,대전 서구 갈마로117번길 39,대전광역시,서구 ,,,113
CAC_공식인증전문점,센츄리냉동냉장㈜,센츄리냉동냉장㈜,010-3628-4669,전남 나주시 남평읍 교원교촌길 30,전라남도,나주시,,,114
CAC_공식인증전문점,시스템에어컨㈜,시스템에어컨㈜,062-529-5577,광주 북구 하서로 817,광주광역시,북구 ,,,115
CAC_공식인증전문점,신광공조시스템,신광공조시스템,02-446-8433,경기 하남시 미사강변서로25 미사테스타타워 F322,경기도,하남시,,,116
CAC_공식인증전문점,신화공조,신화공조,055-245-2000,경남 창원시 마산합포구 상남동 268-5,경상남도,창원시,,,117
CAC_공식인증전문점,씨앤씨공조㈜,씨앤씨공조㈜,1551-1267,"서울 관악구 은천로 24, 3층 301호 (봉천동)",서울특별시,관악구,,,118
CAC_공식인증전문점,에스에이치이엔지,에스에이치이엔지,02-6405-7124,"서울 성북구 월계로 36길 15, 2층",서울특별시,성북구,,,119
CAC_공식인증전문점,에스에이플러스㈜,에스에이플러스㈜,02-444-1155,서울 광진구 구의동 251-13,서울특별시,광진구,,,120
CAC_공식인증전문점,에어솔루션㈜,에어솔루션㈜,043-266-1330,충북 청주시 상당구 용담로 21번길 24 (문화동),충청북도,청주시,,,121
CAC_공식인증전문점,에어컨특판㈜,에어컨특판㈜,031-235-0650,경기 수원시 팔달구 인계동 994-8 동일빌딩 201호,경기도,수원시,,,122
CAC_공식인증전문점,에어테크㈜,에어테크㈜,02-2636-2042,서울 영등포구 양평로30길 14 세종앤까뮤스퀘어 203호,서울특별시,영등포,,,123
CAC_공식인증전문점,에이스공조㈜,에이스공조㈜,031-476-3540,경기 안양시 동안구 시민대로 327번길 12-30 6층,경기도,안양시,,,124
CAC_공식인증전문점,에이에이씨케이이엔지㈜,에이에이씨케이이엔지㈜,02-525-0152,"서울 금천구 가산디지털1로 171, 제 1816호 (가산동, 가산에스케이브이원센터)",서울특별시,금천구,,,125
CAC_공식인증전문점,에이치에스이엔지㈜,에이치에스이엔지㈜,055-313-8228,경남 김해시 부곡동 672-2,경상남도,김해시,,,126
CAC_공식인증전문점,엘에스네오텍㈜,엘에스네오텍㈜,02-1588-1502,서울 중랑구 겸재로 124 엘지빌딩 1층,서울특별시,중랑구,,,127
CAC_공식인증전문점,엠에이산업㈜,엠에이산업㈜,032-663-2326,인천 부평구 경인로 956 5층,인천광역시,부평구,,,128
CAC_공식인증전문점,영등포엔지니어링,영등포엔지니어링,02-2678-6439,서울 영등포구 영신로 220 KNK디지털타워 1501호,서울특별시,영등포구,,,129
CAC_공식인증전문점,온누리공조(주),온누리공조(주),010-7294-6680,"경기 하남시 조정대로 35, 미사 하우스디 엘타워 3층 F323호",경기도,하남시,,,130
CAC_공식인증전문점,원스랜드㈜,원스랜드㈜,052-266-0700,울산 남구 번영로 51,울산광역시,남구 ,,,131
CAC_공식인증전문점,이너스㈜,이너스㈜,02-2124-2326,"서울 성동구 성수일로 89, 308호 (성수동1가, Metamorpho(지식산업센터))",서울특별시,성동구,,,132
CAC_공식인증전문점,이엘이시스템㈜,이엘이시스템㈜,1877-4788,충남 천안시 서북구 신당새터1길 73-50,충청남도,천안시,,,133
CAC_공식인증전문점,진영공조(주),진영공조(주),031-948-1171,경기 파주시 탄현면 방촌로955번길 34-10,경기도,파주시,,,134
CAC_공식인증전문점,청남공조기술㈜,청남공조기술㈜,042-631-7000,대전 유성구 지족동 892-1,대전광역시,유성구,,,135
CAC_공식인증전문점,청우이엔지,청우이엔지,042-224-4077,대전 중구 문화1동 192-17,대전광역시,중구 ,,,136
CAC_공식인증전문점,충만시스템공조㈜,충만시스템공조㈜,02-6745-2020,"서울 금천구 시흥대로 193, 10층 1016호 (시흥동, 아람아이씨탸워)",서울특별시,금천구,,,137
CAC_공식인증전문점,코리아이엔지㈜,코리아이엔지㈜,031-375-3777</br>031-376-2377,"경기 오산시 오산로 336, 1층 (궐동)",경기도,오산시,,,138
CAC_공식인증전문점,태웅이엔에스㈜,㈜태웅이엔에스㈜,010-5462-5900,충북 청주시 흥덕구 평동로 126번길 6,충청북도,청주시,,,139
CAC_공식인증전문점,트리코시스템㈜,트리코시스템㈜,02-2088-6431,서울 서초구 마방로2길 15-8 (양재동),서울특별시,서초구,,,140
CAC_공식인증전문점,피엔케이엔지니어링㈜,피엔케이엔지니어링㈜,031-479-4742,"경기 의왕시 이미로 40 B동 712호(포일동, 인덕원IT밸리)",경기도,의왕시,,,141
CAC_공식인증전문점,한국공조에스에이㈜,한국공조에스에이㈜,02-822-0008,서울 동작구 상도로 41 (미진빌딩 4층),서울특별시,동작구,,,142
CAC_공식인증전문점,한시스템㈜,한시스템㈜,042-543-2845,대전 유성구 유성대로 802 5층,대전광역시,유성구,,,143
CAC_공식인증전문점,화인에어텍,화인에어텍,1544-0375,경기 안성시 미양로 950-19,경기도,안성시,,,144
CAC_공식인증전문점,(유)우경에너텍,(유)우경에너텍,063-831-5152,전북 완주군 이서면 이서남로 59,전라북도,완주군,,,145
CAC_공식인증전문점,(유)유진시스템공조,(유)유진시스템공조,063-244-4000,전북 전주시 덕진구 삼례로 71,전라북도,전주시,,,146
CAC_공식인증전문점,(유)지에이시스템,(유)지에이시스템,063-241-2000,"전북 전주시 완산구 백제대로 305 (중화산동 2가, 3층)",전라북도,전주시,,,147
CAC_공식인증전문점,(주)강릉공조기상사,㈜강릉공조기상사,033-642-7555,강원 강릉시 경강로 2236 1층,강원도,강릉시,,,148
CAC_공식인증전문점,(주)다온이엔지,(주)다온이엔지,031-485-3030,경기 안산시 상록구 부곡동 261-35(도로명 주소 생성 전임),경기도,안산시,,,149
CAC_공식인증전문점,(주)디엔아이이엔씨,(주)디엔아이이엔씨,032-876-2101~3,"인천&#160;인주대로 458번길 8, 4층",인천광역시,미추홀구,,,150
CAC_공식인증전문점,(주)베스트공조,(주)베스트공조,033-655-6888,강원 강릉시 관솔길 22-17,강원도,강릉시,,,151
CAC_공식인증전문점,(주)산드리공조,(주)산드리공조,02-2217-5579&#160;,서울 동대문구 답십리로56길 21 두산상가 201호,서울특별시,동대문구,,,152
CAC_공식인증전문점,(주)센트라공조,(주)센트라공조,010-9914-5405,"서울 금천구 서부샛길 648, 대륭테크노타워6차 104호",서울특별시,금천구,,,153
CAC_공식인증전문점,(주)엠아이텍,(주)엠아이텍,042-931-3106,충남 계룡시 제1산단로 26-12,충청남도,계룡시,,,154
CAC_공식인증전문점,(주)우주시스템,(주)우주시스템,010-3024-3461,광주 북구 용두택지로 65,광주광역시,북구,,,155
CAC_공식인증전문점,(주)유니온공조이엔지,(주)유니온공조이엔지,032-501-7777,인천 부평대로 283 우림라이온스벨리 C-205,인천광역시,부평구,,,156
CAC_공식인증전문점,(주)은성알앤디,(주)은성알앤디,052-260-8126,울산 남구 정동로 126 4층,울산광역시,남구,,,157
CAC_공식인증전문점,(주)티에스인터네셔널,(주)티에스인터네셔널,051-714-0466,"부산 사하구 장평로299번길 7, 3층 302호",부산광역시,사하구,,,158
CAC_공식인증전문점,(주)한강시스템,(주)한강시스템,055-742-5353,"경남 진주시 서장대로 213번길 15, 한양빌딩 2층 (이현동)",경상남도,진주시,,,159
CAC_공식인증전문점,(주)협신이엠에스,(주)협신이엠에스,062-366-7300 / 010-8188-7300,광주 남구 효덕로209 3층,광주광역시,남구,,,160
CAC_전시매장,주식회사 오투공조,김지환,02-576-8246,서울특별시 강남구 논현로 26길 18-5 2층,,,so,1,
CAC_전시매장,(주)이엠이앤지,정진우,070-7510-8800,서울특별시 강남구 논현로26길 18-4 2층,,,so,2,
CAC_전시매장,주식회사 시스템엘브이,김윤하,070-7726-6511,"서울특별시 강남구 영동대로 740, 청담동 더 리버스청담 1603호",,,so,3,
CAC_전시매장,(주)에이케이시스템앤솔루션,김주현,02-501-9984,서울특별시 강남구 테헤란로 418(대치동) 11층 1101호,,,so,4,
CAC_전시매장,주식회사 가온공조,김동윤,02-478-0963,서울특별시 강동구 선사로6길 20 (천호동),,,so,5,
CAC_전시매장,㈜오륜공조,문운식,02-484-1602,서울특별시 강동구 성내로14길 30 (성내동) 3층,,,so,6,
CAC_전시매장,㈜에이스원시스템,조양훈,02-3664-5660,"서울특별시 강서구 공항대로 164 609호, 610호",,,so,7,
CAC_전시매장,㈜에어코딩 (구.강서에어컨총판),유의현,02-2663-4488,"서울특별시 강서구 화곡로 68길 15, 1105호",,,so,8,
CAC_전시매장,콘티넨탈공조㈜,송병덕,02-2201-6565,서울특별시 광진구 구의동 74-13 석영빌딩3층,,,so,9,
CAC_전시매장,㈜나이스에어,나평운,02-2233-6900,서울특별시 광진구 서울특별시 광진구 군자동 127-18,,,so,10,
CAC_전시매장,㈜센트라공조,정증동,02-1588-7760,서울특별시 금천구 가산동 대륭테크노타워6차104호,,,so,11,
CAC_전시매장,국제건일㈜,문한경,02-931-7777,"서울특별시 노원구 노원로15길 10(하계동, 하계테크노타운 A동 702호)",,,so,12,
CAC_전시매장,㈜신현공조씨스템,이태형,02-902-1800,서울특별시 도봉구 쌍문3동 138-67  2층,,,so,13,
CAC_전시매장,㈜산드리공조,황재환,02-2217-5579,서울특별시 동대문구 답십리동 990-2 두산상가 201호,,,so,14,
CAC_전시매장,한국공조에스에이(주),황은탁,02-822-0008,서울특별시 동작구 상도로 41 (미진빌딩 4층),,,so,15,
CAC_전시매장,(주)청운시스템,김남용,02-6393-5680,"서울특별시 마포구 월드컵북로 402, 904 (상암동, KGIT센터)",,,so,16,
CAC_전시매장,㈜제일공조시스템,이오재,02-3474-6677,서울특별시 서초구 남부순환로347길 88 ,,,so,17,
CAC_전시매장,트리코시스템(주),최승옥,02-2088-6431,서울특별시 서초구 마방로2길 15-8 (양재동),,,so,18,
CAC_전시매장,(주)신화공조기술,권태정,02-597-9779,서울특별시 서초구 방배동 919-7번지서림빌딩 4층,,,so,19,
CAC_전시매장,주식회사 영용,박용덕,02-3442-3697,서울특별시 성동구 성수동2가 289-185 4층,,,so,20,
CAC_전시매장,㈜으뜸공조,채규희,02-2291-6688,서울특별시 성동구 성수이로10길 14,,,so,21,
CAC_전시매장,이피코리아㈜,배문찬,02-465-3100,"서울특별시 성동구 아차산로 116, 5층 (성수동2가, 삼연빌딩)",,,so,22,
CAC_전시매장,주식회사 에스에이치이엔지,최수호,02-6405-7124,서울특별시 성북구 석관동 85-30,,,so,23,
CAC_전시매장,㈜세나공조시스템,하원석,02-415-3500,서울특별시 송파구 백제고분로41길 42-8 (송파동) ,,,so,24,
CAC_전시매장,성화공조시스템㈜,안윤석,02-2203-4955,서울특별시 송파구 법원로 114 (문정동) 엠스테이트 B동 901호,,,so,25,
CAC_전시매장,㈜에이치브이에이씨,김인회,02-430-1771,서울특별시 송파구 성내천로 89 (오금동) 범세빌딩 2층,,,so,26,
CAC_전시매장,서울공조㈜,유광현,02-578-7778,서울특별시 송파구 송파대로 167 (문정동) 테라타워 B동 409호 ,,,so,27,
CAC_전시매장,주식회사 나인웨이인더스트리,유재용,02-6959-4844,서울특별시 송파구 송파대로 201 송파테라타워2 B동 1411~12호,,,so,28,
CAC_전시매장,(주)예성에너지,이규경,070-4706-8233,서울특별시 송파구 양재대로62길 14 지하 1층,,,so,29,
CAC_전시매장,(주)아라비앤에이,김한선,02-2693-6733,"서울특별시 양천구 목동로23길 1, 3층 (신정동) ",,,so,30,
CAC_전시매장,주식회사 대원공조에어컨,김정진,02-2677-8274,서울특별시 영등포구 당산로52길 21 1층 대원공조에어컨,,,so,31,
CAC_전시매장,(주)토퍼스엔지니어링,강전구,02-3439-2880,서울특별시 영등포구 문래동3가 55-20 에이스하이테크시티 602호,,,so,32,
CAC_전시매장,에어테크 주식회사,임백무,02-2636-2042,서울특별시 영등포구 문래동6가 24-1 에이스하이테크시티2 1508호,,,so,33,
CAC_전시매장,㈜뉴에어솔류션,이진화,02-849-7767,"서울특별시 영등포구 여의대방로 61길2, 909호 (신길동, 천록빌딩)",,,so,34,
CAC_전시매장,영등포엔지니어링,김동언,02-2678-6439,서울특별시 영등포구 영신로 220번지 KNK 디지털타워1501호,,,so,35,
CAC_전시매장,㈜티앤티하우시스템,신광섭,02-716-0547,"서울특별시 용산구 새창로 101 용문동, 충영빌딩 1층",,,so,36,
CAC_전시매장,주식회사 이좋은공조,이흥태 ,02-749-8944,"서울특별시 용산구 새창로 213, 석우빌딩 301호",,,so,37,
CAC_전시매장,㈜크린공조시스템,임송운,02-717-1461,서울특별시 용산구 원효로35길 47,,,so,38,
CAC_전시매장,주식회사 차오름비앤에프,우호근,02-534-6004,서울특별시 용산구 이태원동 36-21번지 1성우빌딩 2층,,,so,39,
CAC_전시매장,디지털태안공조㈜,김종선,02-2265-8526,서울특별시 종로구 159 세운상가4층 ㉱열 442호 (장사동),,,so,40,
CAC_전시매장,디지털냉온특판㈜,김승진,02-2232-7878,서울특별시 종로구 숭인2동 240-1,,,so,41,
CAC_전시매장,디앤이(주),채상훈,02-2237-7766,서울특별시 중구 다산로 212 (신당동) ,,,so,42,
CAC_전시매장,엘에스네오텍㈜,구현모,02-1588-1502,서울특별시 중랑구 면목5동 150-3번지 엘지빌딩 1층,,,so,43,
CAC_전시매장,㈜부강에프앤지,김승희,02-439-7788,서울특별시 중랑구 상봉동 106-15 화성빌딩 2층,,,so,44,
CAC_전시매장,(주)삼공사,정영록,051-200-3040,"부산광역시 강서구 녹산산단17로 135, 5B동 1L호(송정동, 녹산국가산업단지)",,,bs,188,
CAC_전시매장,(주)가람테크,안형우,051-796-1972,부산광역시 강서구 대저2동 부산광역시티플렉스 131동 120호,,,bs,189,
CAC_전시매장,주식회사 KD기공,최낙경,051-627-4393,부산광역시 금정구 대두로 19번길 23-4,,,bs,190,
CAC_전시매장,㈜태양이엔지,신맹균,051-517-1255,부산광역시 금정구 무학송로 66-1,,,bs,191,
CAC_전시매장,(주)대신이엔지,박춘수,051-516-7777,부산광역시 금정구 부곡동 234-1 대신빌딩,,,bs,192,
CAC_전시매장,(주)해림이엔지,안춘호,051-582-2651,부산광역시 금정구 임석3길 22 (두구동),,,bs,193,
CAC_전시매장,㈜정진설비,김종배,051-515-8851,부산광역시 금정구 장전동 108-1 부영빌딩 2층,,,bs,194,
CAC_전시매장,(주)은하이엔지,박환출,051-803-9191,부산광역시 남구 우암로 362번길 16,,,bs,195,
CAC_전시매장,주식회사 에스에이치더블유,윤영,051-861-5000,부산광역시 남구 지게골로 101-5 3층,,,bs,196,
CAC_전시매장,(주)세일디앤이,김상수,051-523-4994,부산광역시 동래구 명안로 10번길 38,,,bs,197,
CAC_전시매장,(주)주영이앤지,김태동,055-649-5886,부산광역시 동래구 사직로 80  116동 1904호,,,bs,198,
CAC_전시매장,(주)유한공조,류희덕,051-338-7777,부산광역시 북구 만덕대로 90번길 13  2층 208호,,,bs,199,
CAC_전시매장,(주)기륭공조시스템,이응종,051-363-1183,부산광역시 북구 백양대로 1150 케아일빌딩 4층,,,bs,200,
CAC_전시매장,한미공조,표효진,051-319-2064,부산광역시 사상구 괘감로37 산업빌딩 1003호,,,bs,201,
CAC_전시매장,대경공조기술㈜,이호찬,051-342-8244,"부산광역시 사상구 모라로 22, 부산광역시벤쳐타워 1205호",,,bs,202,
CAC_전시매장,TAC 공조설비주식회사,김흥열,051-207-7771,부산광역시 사상구 새벽시장로 141-1,,,bs,203,
CAC_전시매장,(주)신광냉열기산업,이상열,051-314-2460,부산광역시 사상구 학장로 215 (학장동),,,bs,204,
CAC_전시매장,창조이엔지,전도영,051-205-0595,부산광역시 사하구 장림동 15,,,bs,205,
CAC_전시매장,(주)삼영시스템공조,정규성,051-808-7555,부산광역시 진구 시민공원로 19번길 53-13,,,bs,206,
CAC_전시매장,아이제이시스템공조 ,유익종,051-504-9119,부산광역시 진구 황령대로64번길 28(전포동),,,bs,207,
CAC_전시매장,(주)센텀공조이엔지,오창석,051-759-1665,부산광역시 해운대구 반여로 155번지 다길 41  3층,,,bs,208,
CAC_전시매장,(주)유진이엔지,김형근,051-746-0717,부산광역시 해운대구 해운대로 153번길 30-9,,,bs,209,
CAC_전시매장,(주)에스티이엔지,김상선,051-328-0997,부산광역시 해운대구 해운대로 153번길 30-9,,,bs,210,
CAC_전시매장,주식회사 웅비,정재현,053-721-6790,대구광역시 남구 봉덕남로 99  4층,,,dg,154,
CAC_전시매장,대구공조산업㈜,홍무근,053-566-4477,대구광역시 달서구 죽전동 375,,,dg,155,
CAC_전시매장,(주)에이원시스템,김영선,053-326-2890,대구광역시 달성군 옥포면 반송리 360,,,dg,156,
CAC_전시매장,㈜동형공조,이동춘,053-753-2331,"대구광역시 동구 동부로22길 72, 2층",,,dg,157,
CAC_전시매장,㈜대구공조시스템,최만영,053-255-2101,대구광역시 동구 동북로 81길 54 (신암동),,,dg,158,
CAC_전시매장,(주)센시스템 ,오현진,053-621-0058,대구광역시 동구 불로동 324-5,,,dg,159,
CAC_전시매장,(주)고려이앤씨,최진환,053-965-1113,대구광역시 동구 율암동 359-8,,,dg,160,
CAC_전시매장,(주)대신공조,옥광현,053-755-3637,대구광역시 북구 대현동 227-16,,,dg,161,
CAC_전시매장,에어컨랜드(주),김찬희,053-943-9595,대구광역시 북구 대현동 260-2,,,dg,162,
CAC_전시매장,(주)대명유통,김상종,053-384-9500,대구광역시 북구 산격동 321-8,,,dg,163,
CAC_전시매장,(주)대림공조,박지영,053-981-6777,대구광역시 북구 산격로 112번지 2층,,,dg,164,
CAC_전시매장,주식회사 송우시스템,이영준,053-352-5159,대구광역시 북구 성북로5길 20-8(침산동),,,dg,165,
CAC_전시매장,엘씨공조산업,이정례,053-526-2391,대구광역시 서구 비산동 332-11,,,dg,166,
CAC_전시매장,대경공조,조재태,053-756-8668,대구광역시 수성구 만촌2동 978-24,,,dg,167,
CAC_전시매장,한국공조주식회사,하윤수,053-939-5005,대구광역시 수성구 만촌동 185-7  동문빌딩 1층,,,dg,168,
CAC_전시매장,대구총판,안용생,053-766-0042,대구광역시 수성구 수성4가 1236-60,,,dg,169,
CAC_전시매장,(주)정훈공조,권욱진,053-762-1177,대구광역시 수성구 수성동1가 649-43,,,dg,170,
CAC_전시매장,(주)정성공조,김성호,053-762-9588,"대구광역시 수성구 수성로58길 8, 2층(수성동2가)",,,dg,171,
CAC_전시매장,(주)대한공조,지용호,053-567-3434,대구광역시시 동구 용계동 437-66,,,dg,172,
CAC_전시매장,㈜태원냉열,최정섭,053-383-5351,대구광역시시 북구 산격동 1788번지,,,dg,173,
CAC_전시매장,(주)세일시스템공조,임형택,032-553-3939,인천광역시 계양구 임학동 69-27,,,ic,219,
CAC_전시매장,(주)디아이공조,김동인,032-876-2101,인천광역시 남구 주안동 1427번지,,,ic,220,
CAC_전시매장,자이온시스템,김선배,032-433-0235,인천광역시 남동구 구월동 1550-4 구월테크노밸리 D동 501호,,,ic,221,
CAC_전시매장,(주)에너지컨설팅,김태오,070-4667-6711,인천광역시 남동구 서창남순환로 62(서창동),,,ic,222,
CAC_전시매장,엠에이산업㈜,김흥덕,032-663-2326,인천광역시 부평구 일신동 35-1 3층,,,ic,223,
CAC_전시매장,(주)유니온공조이엔지,권용철,032-501-7777,인천광역시 부평구 청천동 425 우림라이온스벨리 C-205,,,ic,224,
CAC_전시매장,주식회사미래공조,정왕섭,032-565-7771,인천광역시 서구 검암동 613-3,,,ic,225,
CAC_전시매장,(주)오아시스산업,이정섭,032-568-7666,인천광역시 서구 공촌동 300-10,,,ic,226,
CAC_전시매장,㈜지알씨앤비인터내셔널,안종문,032-564-8125,"인천광역시 서구 봉오재3로 110번길 7, 1002호, 1002호 (가정동, 가정봄프라자)",,,ic,227,
CAC_전시매장,공조기특판산업(주),최재식,032-812-2100,인천광역시 연수구 옥련동 566-1,,,ic,228,
CAC_전시매장,(주)진보에스앤씨,김승용,062-943-0433,광주광역시 광산구 신가동 760-1 (목련로306),,,gj,142,
CAC_전시매장,에스오에스공조 ,송옥순,062-575-1136,광주광역시 광산구 아산길 14,,,gj,143,
CAC_전시매장,㈜한울엔지니어링,최용,062-955-6640,광주광역시 광산구 장수동 424-43,,,gj,144,
CAC_전시매장,주식회사 지구테크,류명열,062-953-4553,광주광역시 광산구 평동산단2번로 181,,,gj,145,
CAC_전시매장,주식회사우리아이앤지,이헌배,062-959-0433,광주광역시 광산시 사암도 106번길 129-21 (우산동),,,gj,146,
CAC_전시매장,(주)성시스템,박원용,062-682-2000,광주광역시 남구 구동 37-94,,,gj,147,
CAC_전시매장,㈜협신이엠에스,서병수,062-366-7300,"광주광역시 남구 대남대로 408, 3층(월산동)",,,gj,148,
CAC_전시매장,(주)에너지공조,박병남,062-513-7000,광주광역시 북구 연제동 1090번지,,,gj,149,
CAC_전시매장,시스템에어컨(주),김성신,062-529-5577,광주광역시 북구 용전동 467-1번지,,,gj,150,
CAC_전시매장,대한공조㈜,박경석,062-603-1035,"광주광역시 서구 매월2로 53  20동 131호 (매월동, 광주광역시산업용재유통센터)",,,gj,151,
CAC_전시매장,㈜호남냉동시스템,장덕기,062-603-1033,광주광역시 서구 매월2로 53 광주광역시산업용재유통센터 11동 212호,,,gj,152,
CAC_전시매장,(주)태등,백형식,062-382-3884,광주광역시 서구 쌍촌동 970-11,,,gj,153,
CAC_전시매장,㈜태원시스템,김대석,042-489-8751,"대전광역시 서구 둔산남로 209 (둔산동, 1층)",,,dj,174,
CAC_전시매장,㈜디앤엠,김경휘,042-488-7788,"대전광역시 서구 둔산대로 117번길66, 4층 (만년동, 골드타워 416호, 417호)",,,dj,175,
CAC_전시매장,세종이엔텍,양창근,044-863-8735,"대전광역시 서구 만년로 78, 3층",,,dj,176,
CAC_전시매장,세종시스템주식회사,이근창,042-541-2041,대전광역시 서구 변동 252-62,,,dj,177,
CAC_전시매장,대전공조,김대일,042-489-0088,대전광역시 서구 용문동 216-31(도솔로519번길 50),,,dj,178,
CAC_전시매장,한주컨스트럭션,김주한,042-823-4002,대전광역시 유성구 구암동 424-42,,,dj,179,
CAC_전시매장,(주)에어맥스,김성수,042-523-5801,대전광역시 유성구 덕명동 541-5,,,dj,180,
CAC_전시매장,㈜준형,윤여문,042-935-6975,대전광역시 유성구 문지로 282-30,,,dj,181,
CAC_전시매장,태현냉동㈜,안민희,042-542-2241,대전광역시 유성구 박산로 146,,,dj,182,
CAC_전시매장,월드에너지㈜,문경율,042-822-7361,대전광역시 유성구 복용동 593-3,,,dj,183,
CAC_전시매장,청남공조기술㈜,권태우,042-631-7000,대전광역시 유성구 지족동 892-1,,,dj,184,
CAC_전시매장,(주)원시스템공조 ,정종례,042-252-4450,대전광역시 중구 계룡로 771번길 25 (용두동),,,dj,185,
CAC_전시매장,청우이엔지,배경록,042-224-4077,대전광역시 중구 문화1동 192-17,,,dj,186,
CAC_전시매장,(주)태성이엔지,김영운,042-222-0219,대전광역시 중구 용두동 179-17 (어덕마을로 33-1),,,dj,187,
CAC_전시매장,㈜일양이엔지,이헌근,052-935-8900,"울산광역시 남구 돋질로 377번길 4, 501호 (삼산동)",,,us,211,
CAC_전시매장,(주)울산시스템공조,최영인,052-247-3366,울산광역시 남구 무거동 1208-10,,,us,212,
CAC_전시매장,원스랜드주식회사,김인태,052-266-0700,울산광역시 남구 번영로 51,,,us,213,
